id,text_snippet,labels
1165,"We like your product, but TechCorp offers better AI engine. The automation looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
1166,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
1167,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
1168,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
1169,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
1170,Is your solution encryption? Our team is concerned about compliance.,Security
1171,"The data pipeline looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
1172,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
1173,"We like your product, but CompetitorX offers better automation. The AI engine looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
1174,"We like your product, but CompetitorY offers better remote monitoring. The automation looks great, but the budget is too high.","Competition, Pricing Discussion"
1175,"We like your product, but TechCorp offers better AI engine. The remote monitoring looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
1176,"The data pipeline looks great, but the subscription cost is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1177,"We like your product, but CompetitorX offers better data pipeline. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
1178,"The AI engine looks great, but the pricing model is too high.",Pricing Discussion
1179,"The remote monitoring looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Pricing Discussion"
1180,"We like your product, but CompetitorX offers better data pipeline. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection"
1181,"We like your product, but CompetitorY offers better AI engine. The data pipeline looks great, but the discount is too high.","Competition, Pricing Discussion"
1182,"We like your product, but MediPlus offers better analytics.",Competition
1183,"We like your product, but CompetitorZ offers better remote monitoring.",Competition
1184,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
1185,"We like your product, but CompetitorY offers better automation. The remote monitoring looks great, but the subscription cost is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
1186,"We like your product, but MediPlus offers better AI engine.",Competition
1187,"We like your product, but CompetitorX offers better AI engine. The analytics looks great, but the pricing model is too high.","Competition, Pricing Discussion"
1188,"We like your product, but CompetitorY offers better data pipeline. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
1189,"We like your product, but MediPlus offers better data pipeline.",Competition
1190,"We like your product, but CompetitorX offers better data pipeline. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
1191,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
