id,text_snippet,labels,extracted_entities
973,"We like your product, but CompetitorX offers better automation. Is your solution data compliance? Our team is concerned about compliance.","Security, Competition","{'competitors': ['CompetitorX'], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': ['data compliance'], 'other_entities': []}"
974,Is your solution encryption? Our team is concerned about compliance.,Security,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
975,"The data pipeline looks great, but the budget is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.",rand,"{'competitors': [], 'features': ['AI engine', 'data pipeline'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
976,"We like your product, but CompetitorY offers better automation. Is your solution encryption? Our team is concerned about compliance.","Security, Competition","{'competitors': ['CompetitorY'], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
977,"We like your product, but MediPlus offers better remote monitoring. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['MediPlus'], 'features': ['remote monitoring'], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
978,"We like your product, but CompetitorX offers better analytics. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Competition","{'competitors': ['CompetitorX'], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
979,"The automation looks great, but the subscription cost is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['AI engine', 'automation'], 'pricing_keywords': ['subscription cost'], 'security_keywords': [], 'other_entities': []}"
980,"We like your product, but MediPlus offers better analytics.",Competition,"{'competitors': ['MediPlus'], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
981,Is your solution SOC2 certified? Our team is concerned about compliance.,Security,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
982,"We like your product, but CompetitorX offers better AI engine. The remote monitoring looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['CompetitorX'], 'features': ['AI engine', 'remote monitoring'], 'pricing_keywords': ['discount'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
983,"We like your product, but TechCorp offers better remote monitoring. The AI engine looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Competition, Pricing Discussion","{'competitors': ['TechCorp'], 'features': ['AI engine', 'remote monitoring', 'automation'], 'pricing_keywords': ['budget'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
984,"We like your product, but CompetitorX offers better analytics. The analytics looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Competition, Pricing Discussion","{'competitors': ['CompetitorX'], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
985,"We like your product, but CompetitorX offers better analytics. The analytics looks great, but the discount is too high.",rand,"{'competitors': ['CompetitorX'], 'features': ['analytics'], 'pricing_keywords': ['discount'], 'security_keywords': [], 'other_entities': []}"
986,"The AI engine looks great, but the pricing model is too high.",Pricing Discussion,"{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
987,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
988,"We like your product, but MediPlus offers better automation. Is your solution encryption? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['MediPlus'], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
989,"We like your product, but CompetitorX offers better data pipeline. The remote monitoring looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Security, Competition, Pricing Discussion","{'competitors': ['CompetitorX'], 'features': ['AI engine', 'remote monitoring', 'data pipeline'], 'pricing_keywords': ['budget'], 'security_keywords': ['data compliance'], 'other_entities': []}"
990,"We like your product, but TechCorp offers better analytics. The AI engine looks great, but the discount is too high.","Competition, Pricing Discussion","{'competitors': ['TechCorp'], 'features': ['analytics', 'AI engine'], 'pricing_keywords': ['discount'], 'security_keywords': [], 'other_entities': []}"
991,"The analytics looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion","{'competitors': [], 'features': ['analytics', 'data pipeline'], 'pricing_keywords': ['discount'], 'security_keywords': ['encryption'], 'other_entities': []}"
992,"We like your product, but CompetitorZ offers better analytics. The remote monitoring looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['CompetitorZ'], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': ['budget'], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
993,"The data pipeline looks great, but the budget is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['analytics', 'data pipeline'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
994,"We like your product, but CompetitorZ offers better AI engine. The remote monitoring looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Competition, Pricing Discussion","{'competitors': ['CompetitorZ'], 'features': ['AI engine', 'remote monitoring'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
995,"The remote monitoring looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion","{'competitors': [], 'features': ['remote monitoring', 'data pipeline'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
996,"We like your product, but TechCorp offers better automation. The automation looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['TechCorp'], 'features': ['automation'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['encryption'], 'other_entities': []}"
997,"The AI engine looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion","{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': ['discount'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
